sentence,label
"copom released following note public : '' copom considers , moment , risks inflation path remain limited . committee also notes , , given fragility global economy , contribution external sector disinflationary.therefore , continuing adjustment process monetary conditions , copom unanimously decided reduce selic rate 9 percent p.a. , without bias . `` .the april copom minutes released portuguese next thursday , april 26 .",0
"copom released following note public : '' copom considers , moment , risks inflation path remain limited . committee also notes , , given fragility global economy , contribution external sector disinflationary.therefore , continuing adjustment process monetary conditions , copom decided reduce selic rate 8.50 percent p.a. , without bias.the following members committee voted reduction selic rate 8.50 percent p.a . : alexandre antonio tombini , governor , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , carlos hamilton vasconcelos arajo , luiz awazu pereira da silva sidnei corra marques . `` may copom minutes released portuguese next friday , june 8 .",0
"copom released following note public : '' copom considers , moment , risks inflation path remain limited . committee also notes , , given fragility global economy , contribution external sector disinflationary.therefore , continuing adjustment process monetary conditions , copom decided reduce selic rate 8.00 percent p.a. , without bias.the following members committee voted reduction selic rate 8.00 percent p.a . : alexandre antonio tombini , governor , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , carlos hamilton vasconcelos arajo , luiz awazu pereira da silva , luiz edson feltrim sidnei corra marques . `` july copom minutes released portuguese next thursday , july 19 .",0
"copom released following note public : '' copom unanimously decided reduce selic rate 7.50 percent p.a. , without bias.considering cumulative lagged effects policy actions implemented moment , part reflect ongoing recovery economic activity , copom understands , prospective scenario justifies additional adjustment monetary conditions , movement conducted extreme parsimony.the following members committee voted reduction selic rate 7.50 percent p.a . : alexandre antonio tombini , governor , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , carlos hamilton vasconcelos arajo , luiz awazu pereira da silva , luiz edson feltrim sidnei corra marques . `` august copom minutes released portuguese next thursday , september , 6 .",0
"copom released following note public : '' copom decided reduce selic rate 7.25 percent , without bias , 5 votes monetary policy action 3 votes favor maintaining selic rate 7.50 percent.considering balance risks inflation , domestic activity recovery complexity surrounds international environment , committee understands stability monetary conditions sufficiently long period time adequate strategy guarantee convergence inflation target , even non-linear way.the following members committee voted reduction selic rate 7.25 percent p.a . : alexandre antonio tombini , governor , aldo luiz mendes , altamir lopes , luiz awazu pereira da silva luiz edson feltrim.the following members committee voted maintenance selic rate 7.50 percent p.a . : anthero de moraes meirelles , carlos hamilton vasconcelos arajo sidnei corra marques . `` october copom minutes released portuguese next thursday , october 18 .",1
"copom released following note public : '' copom unanimously decided maintain selic rate 7.25 percent , without bias.considering balance risks inflation , domestic activity recovery complexity surrounds international environment , committee understands stability monetary conditions sufficiently long period time adequate strategy guarantee convergence inflation target , even non-linear way.the following members committee",2
"copom released following note public : '' copom unanimously decided maintain selic rate 7.25 percent , without bias.considering balance risks inflation , deteriorated short term , domestic activity recovery , less intense expected , complexity still surrounds international environment , committee understands stability monetary conditions sufficiently long period time adequate strategy guarantee convergence inflation target.the following members committee",2
"copom released following note public : '' assessing macroeconomic outlook inflation prospects , copom unanimously decided maintain selic rate 7.25 percent , without bias . committee monitor evolution macroeconomic scenario next meeting , order define next steps monetary policy strategy.the following members committee",1
"copom released following note public : '' copom decided increase selic rate 7.50 percent , without bias , 6 votes monetary policy action 2 votes favor maintaining selic rate 7.25 percent.the committee evaluates high inflation level dispersion price increases , among factors , contribute inflation show resilience demand monetary policy response . hand , copom evaluates domestic , mainly , external uncertainties surround prospective scenario inflation recommend monetary policy administered caution.the following members committee voted increase selic rate 7.50 percent p.a . : alexandre antonio tombini ( governor ) , altamir lopes , anthero de moraes meirelles , carlos hamilton vasconcelos arajo , luiz edson feltrim sidnei corra marques.the following members committee voted maintenance selic rate 7.25 percent p.a . : aldo luiz mendes luiz awazu pereira da silva . `` april copom minutes released portuguese next thursday , april 25 .",1
"copom released following note public : '' continuing adjustment process basic interest rate , copom unanimously decided increase selic rate 8.00 percent , without bias.the committee evaluates decision contribute set inflation decline ensure trend persists upcoming year.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , copom unanimously decided increase selic rate 8.50 percent , without bias.the committee evaluates decision contribute set inflation decline ensure trend persists upcoming year.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , copom unanimously decided increase selic rate 9.00 percent , without bias.the committee evaluates decision contribute set inflation decline ensure trend persists upcoming year.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , copom unanimously decided increase selic rate 9.50 percent , without bias.the committee evaluates decision contribute set inflation decline ensure trend persists upcoming year.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , initiated april 2013 meeting , copom unanimously decided increase selic rate 10.00 percent , without bias.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , initiated april 2013 meeting , copom unanimously decided , moment , increase selic rate 10.50 percent , without bias.the following members committee",1
"copom released following note public : '' continuing adjustment process basic interest rate , initiated april 2013 meeting , copom unanimously decided increase selic rate 0.25 p.p. , 10.75 percent , without bias.the following members committee",1
"copom released following note public : '' copom unanimously decided , moment , increase selic rate 0.25 p.p. , 11.00 percent , without bias.the committee monitor evolution macroeconomic scenario next meeting , defines next steps monetary policy strategy.the following members committee",0
"copom released following note public : '' assessing evolution macroeconomic scenario inflation prospects , copom unanimously decided , moment , maintain selic rate 11.00 percent , without bias.the following members committee",2
"copom released following note public : '' assessing evolution macroeconomic scenario inflation prospects , copom unanimously decided , moment , maintain selic rate 11.00 percent , without bias.the following members committee",2
"copom released following note public : '' assessing evolution macroeconomic scenario inflation prospects , copom unanimously decided maintain selic rate 11.00 percent , without bias.the following members committee",1
"copom released following note public : '' braslia copom decided increase selic rate 11.25 percent , without bias , 5 votes monetary policy action 3 votes favor maintaining selic rate 11.00 percent.for committee , since last meeting , among factors , intensification relative prices adjustments economy made balance risks inflation less favorable . light , committee considered opportune adjust monetary conditions order guarantee , lower cost , prevalence benign scenario inflation 2015 2016.the following members committee",1
"copom released following note public : '' braslia copom unanimously decided intensify , moment , adjustment selic rate , increase 0.50 p.p . 11.75 percent , without bias.considering cumulative lagged effects monetary policy , among factors , committee evaluates additional effort monetary policy tends implemented parsimony.the following members committee",1
"copom released following note public : '' braslia assessing macroeconomic scenario inflation prospects , committee unanimously decided increase selic rate 0.50 p.p . 12.25 percent , without bias.the following members committee",1
"copom released following note public : '' braslia assessing macroeconomic scenario inflation prospects , committee unanimously decided increase selic rate 0.50 p.p . 12.75 percent , without bias.the following members committee",1
"copom released following note public : '' braslia assessing macroeconomic scenario inflation prospects , committee unanimously decided increase selic rate 0.50 p.p . 13.25 percent , without bias.the following members committee",1
"copom released following note public : '' braslia assessing macroeconomic scenario inflation prospects , committee unanimously decided increase selic rate 0.50 p.p . 13.75 percent , without bias.the following members committee",1
"copom released following note public : '' braslia assessing macroeconomic scenario , inflation prospects current balance risks , copom unanimously decided increase selic rate 0.50 p.p . 14.25 percent , without bias.the committee understands maintenance basic interest rate level , sufficiently long period , necessary convergence inflation target end 2016.the following members committee",0
"copom released following note public : '' braslia assessing macroeconomic scenario , inflation prospects current balance risks , copom unanimously decided maintain selic rate 14.25 percent , without bias.the committee understands maintenance basic interest rate level , sufficiently long period , necessary convergence inflation target end 2016.the following members committee",2
"copom released following note public : '' braslia assessing macroeconomic scenario , inflation prospects current balance risks , copom unanimously decided maintain selic rate 14.25 percent , without bias.the committee understands maintenance basic interest rate level , sufficiently long period , necessary convergence inflation target relevant horizon monetary policy . copom reinforces monetary policy remain vigilant achievement objective.the following members committee",2
"copom released following note public : '' braslia assessing macroeconomic scenario inflation prospects , copom decided maintain selic rate 14.25 percent , without bias , 6 votes monetary policy action 2 votes favor increasing selic rate 50 basis points.the following members committee voted maintenance selic rate 14.25 percent : alexandre antonio tombini ( governor ) , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , luiz edson feltrim otvio ribeiro damaso . following members committee voted increase selic rate 14.75 percent : sidnei corra marques tony volpon . `` november copom minutes released portuguese next thursday , december 3 .",2
"copom released following note public : '' braslia assessing macroeconomic scenario , inflation prospects , considering increase domestic , mainly , external uncertainties , copom decided maintain selic rate 14.25 percent , without bias , 6 votes monetary policy action 2 votes favor increasing selic rate 50 basis points.the following members committee voted maintenance selic rate 14.25 percent : alexandre antonio tombini ( governor ) , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , luiz edson feltrim otvio ribeiro damaso . following members committee voted increase selic rate 14.75 percent : sidnei corra marques tony volpon . `` january copom minutes released portuguese next thursday , january 28 .",2
"copom released following note public : '' braslia assessing macroeconomic scenario , inflation prospects , considering domestic , mainly , external uncertainties , copom decided maintain selic rate 14.25 percent , without bias , 6 votes monetary policy action 2 votes favor increasing selic rate 50 basis points.the following members committee voted maintenance selic rate 14.25 percent : alexandre antonio tombini ( governor ) , aldo luiz mendes , altamir lopes , anthero de moraes meirelles , luiz edson feltrim otvio ribeiro damaso . following members committee voted increase selic rate 14.75 percent : sidnei corra marques tony volpon . `` march copom minutes released portuguese next thursday , march 10 .",2
"copom released following note public : '' copom unanimously decided maintain selic rate 14.25 percent , without bias.the committee recognizes improvements policy control inflation , especially containment second-order effects stemming relative prices adjustments . however , considers high inflation level twelve months distance inflation expectations inflation targeting regime objectives allow monetary policy easing.the following members committee",2
"copom released following note public : '' copom unanimously decided maintain selic rate 14.25 percent , without bias.the committee recognizes improvements policy control inflation , especially containment second-order effects stemming relative prices adjustments . however , considers high inflation level twelve months distance inflation expectations inflation targeting regime objectives allow monetary policy easing.the following members committee",2
"copom released following note public : '' copom unanimously decided maintain selic rate 14.25 percent , without bias.the basic scenario committee works summarized following observations : set indicators released since last copom meeting shows perspective economic activity stabilization short term . however , evidences suggest economy continues operate high level idleness ; external area , scenario remains challenging . short term , environment relatively benign emerging economies . however , dynamics global economic recovery remain fragile , uncertainties regarding growth ; inflation expectations collected focus survey 2017 fell , continue 4.5 % inflation target ; conditional copom 's projections inflation remained relatively stable relevant horizon monetary policy since last meeting , declined compared projections released latest inflation report . baseline scenario , projection 2017 inflation around 4.5 % target . however , market scenario , projection 2017 around 5.3 % . committee identifies following domestic risks basic scenario inflation : one hand , ( ) inflation higher expected short term , largely due food prices , may show persistence ; ( ii ) uncertainties regarding approval implementation necessary adjustments economy remain ; ( iii ) prolonged period high inflation target expectations strengthen inertial mechanisms delay disinflation process ; hand , ( iv ) adjustments economy implemented quickly , allowing confidence gains reducing inflation expectations ; ( v ) idleness level economy produce disinflation faster reflected copom projections . taken together , basic scenario current balance risks indicate room monetary easing . following members committee",2
"copom released following note public : '' 201st meeting monetary policy committee ( copom ) central bank brazil press release * copom unanimously decided maintain selic rate 14.25 percent per year , without bias.the baseline scenario committee works summarized following observations : set indicators released since last copom meeting shows evidence brazilian economy stabilized recently . also points possibility gradual pick-up economic activity . economy continues operate high level economic slack ; external outlook still offers relatively benign environment emerging economies . however , uncertainties regarding global economic growth , especially , pace monetary policy normalization united states , remain ; current inflation remains pressure , partly due food components . disinflation evolved slowly expected ; inflation expectations collected focus survey 2017 fell since last copom meeting , remain 4.5 % inflation target . longer horizons , expectations dropped around level ; committees inflation forecasts 2016 reference market scenarios increased since last meeting , approximately 7.3 % . inflation forecasts relevant horizons conduct monetary policy either remained relatively stable decreased . particular , assumptions reference scenario , 2017 inflation projected around target 4.5 % . assumptions market scenario , forecast 2017 inflation fell 5.1 % . committee identifies following domestic risks baseline scenario inflation : one hand , ( ) higher-than-expected inflation short term , largely due food prices , may show persistence ; ( ii ) uncertainties regarding approval implementation necessary adjustments economy remain ; ( iii ) prolonged period high inflation above-target expectations strengthen inertial mechanisms delay disinflation process ; hand , ( iv ) wholesale price indices point possibility shock food prices fading , favorable impacts ipca inflation ; ( v ) adjustments economy implemented quickly , allowing confidence gains reducing inflation expectations ; ( vi ) level economic slack may lead disinflation faster pace one reflected copom projections . taking account baseline scenario , current balance risks , wide array available information , copom decided maintain selic rate 14.25 percent per year , without bias . committee judges loosening monetary conditions depend factors allow greater confidence meeting inflation targets relevant horizons conduct monetary policy , particular 4.5 % target 2017. committee emphasizes following domestic factors : ( ) persistence impacts food price shock inflation limited ; ( ii ) ipca components sensitive monetary policy economic slack show disinflation appropriate pace ; ( iii ) uncertainty regarding approval implementation necessary economic adjustments reduced , including composition fiscal measures , effects inflation . committee assess evolution combination factors . following members committee",0
"copom released following note public : '' 202nd meeting monetary policy committee ( copom ) central bank brazil press release * copom unanimously decided reduce selic rate 14.00 percent per year , without bias.the copoms baseline scenario summarized following observations : set indicators released since last copom meeting suggests economic activity ran slightly expectations short run , probably due fluctuations usually occur current stage business cycle . available evidence consistent recent stabilization economic activity possibility gradual pick-up economic activity . economy continues operate high level economic slack ; external outlook still offers relatively benign environment emerging economies . however , uncertainties regarding global economic growth , especially , pace monetary policy normalization united states , remain ; recent inflation releases favorable expected , partly due reversal increases food prices . inflation expectations 2017 collected focus survey fell around 5.0 % since previous copom meeting last inflation report , remain 4.5 % inflation target . expectations 2018 longer horizons already around level ; committees inflation forecasts 2016 reference market scenarios fell since last inflation report , around 7.0 % . relevant horizon conduct monetary policy , behavior inflation forecasts differed according scenario . assumptions reference scenario , forecast 2017 inflation fell approximately 4.3 % , whereas forecast 2018 sits around 3.9 % . market scenario , forecast 2017 inflation remained essentially unchanged 4.9 % , forecast 2018 increased slightly , 4.7 % - figures 4.5 % inflation target two calendar years . committee identifies following domestic risks baseline scenario inflation : one hand , ( ) process approval implementation necessary adjustments economy lengthy , carries uncertainty ; ( ii ) prolonged period high inflation above-target expectations still strengthen inertial mechanisms delay disinflation process ; ( iii ) signs process disinflation ipca components sensitive monetary policy economic slack took pause recently , may point slower convergence inflation target . hand , ( iv ) short-run inflation behavior favorable , may signal lower inflation persistence ; ( v ) level economic slack may lead disinflation faster pace one reflected copoms projections ; ( vi ) first steps toward necessary adjustments economy positive , may signal faster-than-anticipated approval implementation . taking account baseline scenario , current balance risks , wide array available information , copom decided reduce selic rate 14.00 percent per year , without bias . committee judges convergence inflation 2017 2018 target compatible moderate gradual easing monetary conditions . committee assess pace magnitude monetary easing time , order assure convergence inflation 4.5 % target . magnitude monetary easing possible speeding pace depend favorable evolution factors allow greater confidence meeting inflation targets relevant horizon conduct monetary policy , includes 2017 2018. committee emphasizes following domestic factors : ( ) disinflation ipca components sensitive monetary policy economic slack resumes clearly appropriate pace ; ( ii ) pace approval implementation necessary economic adjustments contribute inflation dynamics compatible inflation converging target . committee assess evolution combination factors . following members committee",0
